ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,ORDERE_YEAR,ORDER_MONTH,ORDER_DAY,ORDER_MONTH_NAME
10181,27,100.0,5411.07,2003-11-12,Shipped,4,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,Bergen,Norway,Medium,2003,11,12,November
10191,21,100.0,3840.9,2003-11-20,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2003,11,20,November
10203,20,100.0,3930.4,2003-12-02,Shipped,4,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,Madrid,Spain,Medium,2003,12,2,December
10211,41,100.0,7498.9,2004-01-15,Shipped,1,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,Paris,France,Large,2004,1,15,January
10225,27,100.0,4517.91,2004-02-22,Shipped,1,2,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,2,22,February
10238,28,100.0,5774.72,2004-04-09,Shipped,2,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2004,4,9,April
10253,24,100.0,3922.56,2004-06-01,Cancelled,2,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",Liverpool,UK,Medium,2004,6,1,June
10266,44,100.0,9160.36,2004-07-06,Shipped,3,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,Reggio Emilia,Italy,Large,2004,7,6,July
10276,50,100.0,9631.0,2004-08-02,Shipped,3,8,2004,Classic Cars,194,S12_1099,Online Mini Collectables,Brickhaven,USA,Large,2004,8,2,August
10287,21,100.0,3432.24,2004-08-30,Shipped,3,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,8,30,August
10300,33,100.0,5521.89,2003-10-04,Shipped,4,10,2003,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,2003,10,4,October
10310,33,100.0,6934.62,2004-10-16,Shipped,4,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2004,10,16,October
10320,31,100.0,6876.11,2004-11-03,Shipped,4,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",Lule,Sweden,Medium,2004,11,3,November
10329,41,71.47,2930.27,2004-11-15,Shipped,4,11,2004,Classic Cars,194,S12_1099,Land of Toys Inc.,NYC,USA,Small,2004,11,15,November
10341,45,79.65,3584.25,2004-11-24,Shipped,4,11,2004,Classic Cars,194,S12_1099,Salzburg Collectables,Salzburg,Austria,Medium,2004,11,24,November
10363,33,85.39,2817.87,2005-01-06,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,Espoo,Finland,Small,2005,1,6,January
10375,45,76.0,3420.0,2005-02-03,Shipped,1,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,Nantes,France,Medium,2005,2,3,February
10389,26,99.04,2575.04,2005-03-03,Shipped,1,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,Boras,Sweden,Small,2005,3,3,March
10419,12,100.0,1961.28,2005-05-17,Shipped,2,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,Salzburg,Austria,Small,2005,5,17,May
10105,41,100.0,8690.36,2003-02-11,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,Kobenhavn,Denmark,Large,2003,2,11,February
10117,33,100.0,6034.38,2003-04-16,Shipped,2,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,4,16,April
10127,46,100.0,11279.2,2003-06-03,Shipped,2,6,2003,Classic Cars,207,S12_1108,Muscle Machine Inc,NYC,USA,Large,2003,6,3,June
10142,33,100.0,8023.29,2003-08-08,Shipped,3,8,2003,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,2003,8,8,August
10153,20,100.0,4904.0,2003-09-28,Shipped,3,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,Madrid,Spain,Medium,2003,9,28,September
10165,44,100.0,8594.52,2003-10-22,Shipped,4,10,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Large,2003,10,22,October
10176,33,100.0,7474.5,2003-11-06,Shipped,4,11,2003,Classic Cars,207,S12_1108,L'ordine Souveniers,Reggio Emilia,Italy,Large,2003,11,6,November
10185,21,100.0,3883.74,2003-11-14,Shipped,4,11,2003,Classic Cars,207,S12_1108,Mini Creations Ltd.,New Bedford,USA,Medium,2003,11,14,November
10196,47,100.0,8887.7,2003-11-26,Shipped,4,11,2003,Classic Cars,207,S12_1108,Super Scale Inc.,New Haven,USA,Large,2003,11,26,November
10208,46,100.0,8602.92,2004-01-02,Shipped,1,1,2004,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",Lyon,France,Large,2004,1,2,January
10220,32,100.0,7181.44,2004-02-12,Shipped,1,2,2004,Classic Cars,207,S12_1108,"Clover Collections, Co.",Dublin,Ireland,Large,2004,2,12,February
10231,42,100.0,8378.58,2004-03-19,Shipped,1,3,2004,Classic Cars,207,S12_1108,CAF Imports,Madrid,Spain,Large,2004,3,19,March
10247,44,100.0,10606.2,2004-05-05,Shipped,2,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,Espoo,Finland,Large,2004,5,5,May
10272,35,100.0,5818.4,2004-07-20,Shipped,3,7,2004,Classic Cars,207,S12_1108,Diecast Classics Inc.,Allentown,USA,Medium,2004,7,20,July
10282,41,100.0,7071.27,2004-08-20,Shipped,3,8,2004,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,2004,8,20,August
10293,46,100.0,8411.56,2004-09-09,Shipped,3,9,2004,Classic Cars,207,S12_1108,Amica Models & Co.,Torino,Italy,Large,2004,9,9,September
10306,31,100.0,6570.76,2004-10-14,Shipped,4,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",Manchester,UK,Medium,2004,10,14,October
10314,38,100.0,7975.44,2004-10-22,Shipped,4,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,Aaarhus,Denmark,Large,2004,10,22,October
10325,42,64.0,2688.0,2004-11-05,Shipped,4,11,2004,Classic Cars,207,S12_1108,Baane Mini Imports,Stavern,Norway,Small,2004,11,5,November
10336,33,57.22,1888.26,2004-11-20,Shipped,4,11,2004,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",Paris,France,Small,2004,11,20,November
10348,48,52.36,2513.28,2004-11-01,Shipped,4,11,2004,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2004,11,1,November
10359,42,100.0,4764.48,2004-12-15,Shipped,4,12,2004,Classic Cars,207,S12_1108,Reims Collectables,Reims,France,Medium,2004,12,15,December
10371,32,100.0,3560.64,2005-01-23,Shipped,1,1,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,1,23,January
10382,34,100.0,3823.64,2005-02-17,Shipped,1,2,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,2,17,February
10395,33,69.12,2280.96,2005-03-17,Shipped,1,3,2005,Classic Cars,207,S12_1108,Lyon Souveniers,Paris,France,Small,2005,3,17,March
10413,36,100.0,8677.8,2005-05-05,Shipped,2,5,2005,Classic Cars,207,S12_1108,Gift Depot Inc.,Bridgewater,USA,Large,2005,5,5,May
10103,27,100.0,3394.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,136,S12_1666,Baane Mini Imports,Stavern,Norway,Medium,2003,1,29,January
10113,21,100.0,3415.44,2003-03-26,Shipped,1,3,2003,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,3,26,March
10126,21,100.0,2439.57,2003-05-28,Shipped,2,5,2003,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2003,5,28,May
10140,38,100.0,4829.8,2003-07-24,Shipped,3,7,2003,Trucks and Buses,136,S12_1666,Technics Stores Inc.,Burlingame,USA,Medium,2003,7,24,July
10150,30,100.0,4100.1,2003-09-19,Shipped,3,9,2003,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,9,19,September
10164,49,100.0,6563.06,2003-10-21,Resolved,4,10,2003,Trucks and Buses,136,S12_1666,Mini Auto Werke,Graz,Austria,Medium,2003,10,21,October
10174,43,100.0,6817.22,2003-11-06,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",South Brisbane,Australia,Medium,2003,11,6,November
10183,41,100.0,6163.94,2003-11-13,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,2003,11,13,November
10194,38,100.0,4933.92,2003-11-25,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",Lyon,France,Medium,2003,11,25,November
10206,28,100.0,4056.36,2003-12-05,Shipped,4,12,2003,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Medium,2003,12,5,December
10216,43,100.0,5759.42,2004-02-02,Shipped,1,2,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Medium,2004,2,2,February
10229,25,100.0,3451.0,2004-03-11,Shipped,1,3,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,3,11,March
10245,38,100.0,5920.4,2004-05-04,Shipped,2,5,2004,Trucks and Buses,136,S12_1666,Super Scale Inc.,New Haven,USA,Medium,2004,5,4,May
10258,41,100.0,6668.24,2004-06-15,Shipped,2,6,2004,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium,2004,6,15,June
10270,28,100.0,4094.72,2004-07-19,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,Chatswood,Australia,Medium,2004,7,19,July
10281,25,100.0,2938.5,2004-08-19,Shipped,3,8,2004,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,Allentown,USA,Small,2004,8,19,August
10291,41,100.0,6387.8,2004-09-08,Shipped,3,9,2004,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,Boras,Sweden,Medium,2004,9,8,September
10304,39,100.0,6396.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Medium,2004,10,11,October
10313,21,100.0,2669.1,2004-10-22,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Small,2004,10,22,October
10322,27,100.0,4784.13,2004-11-04,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,Nashua,USA,Medium,2004,11,4,November
10333,33,99.21,3273.93,2004-11-18,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Mini Wheels Co.,San Francisco,USA,Medium,2004,11,18,November
10347,29,100.0,3586.43,2004-11-29,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,29,November
10357,49,100.0,5960.36,2004-12-10,Shipped,4,12,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,12,10,December
10370,49,100.0,8470.14,2005-01-20,Shipped,1,1,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,Large,2005,1,20,January
10381,20,100.0,2952.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,San Francisco,USA,Small,2005,2,17,February
10391,39,63.2,2464.8,2005-03-09,Shipped,1,3,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,3,9,March
10411,40,100.0,6232.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,Montreal,Canada,Medium,2005,5,1,May
10424,49,100.0,7969.36,2005-05-31,In Process,2,5,2005,Trucks and Buses,136,S12_1666,Euro Shopping Channel,Madrid,Spain,Large,2005,5,31,May
10107,21,100.0,3036.6,2003-02-24,Shipped,1,2,2003,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Medium,2003,2,24,February
10121,50,100.0,8284.0,2003-05-07,Shipped,2,5,2003,Motorcycles,150,S12_2823,Reims Collectables,Reims,France,Large,2003,5,7,May
10134,20,100.0,2711.2,2003-07-01,Shipped,3,7,2003,Motorcycles,150,S12_2823,Lyon Souveniers,Paris,France,Small,2003,7,1,July
10145,49,100.0,8339.8,2003-08-25,Shipped,3,8,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Large,2003,8,25,August
10159,38,100.0,6238.84,2003-10-10,Shipped,4,10,2003,Motorcycles,150,S12_2823,Corporate Gift Ideas Co.,San Francisco,USA,Medium,2003,10,10,October
10169,35,100.0,4639.25,2003-11-04,Shipped,4,11,2003,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2003,11,4,November
10180,40,100.0,6747.6,2003-11-11,Shipped,4,11,2003,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Medium,2003,11,11,November
10189,28,100.0,4512.48,2003-11-18,Shipped,4,11,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Medium,2003,11,18,November
10201,25,100.0,4029.0,2003-12-01,Shipped,4,12,2003,Motorcycles,150,S12_2823,Mini Wheels Co.,San Francisco,USA,Medium,2003,12,1,December
10211,36,100.0,4771.8,2004-01-15,Shipped,1,1,2004,Motorcycles,150,S12_2823,Auto Canal Petit,Paris,France,Medium,2004,1,15,January
10224,43,100.0,6087.94,2004-02-21,Shipped,1,2,2004,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Medium,2004,2,21,February
10237,32,100.0,4193.28,2004-04-05,Shipped,2,4,2004,Motorcycles,150,S12_2823,Vitachrome Inc.,NYC,USA,Medium,2004,4,5,April
10251,46,100.0,7552.28,2004-05-18,Shipped,2,5,2004,Motorcycles,150,S12_2823,Tekni Collectables Inc.,Newark,USA,Large,2004,5,18,May
10263,48,100.0,6434.4,2004-06-28,Shipped,2,6,2004,Motorcycles,150,S12_2823,Gift Depot Inc.,Bridgewater,USA,Medium,2004,6,28,June
10276,43,100.0,5181.5,2004-08-02,Shipped,3,8,2004,Motorcycles,150,S12_2823,Online Mini Collectables,Brickhaven,USA,Medium,2004,8,2,August
10285,49,100.0,6863.92,2004-08-27,Shipped,3,8,2004,Motorcycles,150,S12_2823,Marta's Replicas Co.,Cambridge,USA,Medium,2004,8,27,August
10299,24,100.0,4157.04,2004-09-30,Shipped,3,9,2004,Motorcycles,150,S12_2823,"Toys of Finland, Co.",Helsinki,Finland,Medium,2004,9,30,September
10309,26,100.0,4660.24,2004-10-15,Shipped,4,10,2004,Motorcycles,150,S12_2823,Baane Mini Imports,Stavern,Norway,Medium,2004,10,15,October
10319,30,100.0,4111.8,2004-11-03,Shipped,4,11,2004,Motorcycles,150,S12_2823,Microscale Inc.,NYC,USA,Medium,2004,11,3,November
10329,24,100.0,3542.64,2004-11-15,Shipped,4,11,2004,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Medium,2004,11,15,November
10341,55,100.0,8118.55,2004-11-24,Shipped,4,11,2004,Motorcycles,150,S12_2823,Salzburg Collectables,Salzburg,Austria,Large,2004,11,24,November
10362,22,100.0,3877.06,2005-01-05,Shipped,1,1,2005,Motorcycles,150,S12_2823,Technics Stores Inc.,Burlingame,USA,Medium,2005,1,5,January
10375,49,78.92,3867.08,2005-02-03,Shipped,1,2,2005,Motorcycles,150,S12_2823,La Rochelle Gifts,Nantes,France,Medium,2005,2,3,February
10388,44,100.0,5951.44,2005-03-03,Shipped,1,3,2005,Motorcycles,150,S12_2823,FunGiftIdeas.com,New Bedford,USA,Medium,2005,3,3,March
10403,66,100.0,8648.64,2005-04-08,Shipped,2,4,2005,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",Liverpool,UK,Large,2005,4,8,April
10417,21,100.0,3447.78,2005-05-13,Disputed,2,5,2005,Motorcycles,150,S12_2823,Euro Shopping Channel,Madrid,Spain,Medium,2005,5,13,May
10104,34,100.0,5958.5,2003-01-31,Shipped,1,1,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Medium,2003,1,31,January
10117,43,100.0,5911.64,2003-04-16,Shipped,2,4,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,4,16,April
10127,46,100.0,7366.44,2003-06-03,Shipped,2,6,2003,Classic Cars,151,S12_3148,Muscle Machine Inc,NYC,USA,Large,2003,6,3,June
10142,33,100.0,4985.64,2003-08-08,Shipped,3,8,2003,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,8,8,August
10153,42,100.0,5393.64,2003-09-28,Shipped,3,9,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Medium,2003,9,28,September
10165,34,100.0,4880.02,2003-10-22,Shipped,4,10,2003,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,10,22,October
10176,47,100.0,8378.69,2003-11-06,Shipped,4,11,2003,Classic Cars,151,S12_3148,L'ordine Souveniers,Reggio Emilia,Italy,Large,2003,11,6,November
10185,33,100.0,4038.21,2003-11-14,Shipped,4,11,2003,Classic Cars,151,S12_3148,Mini Creations Ltd.,New Bedford,USA,Medium,2003,11,14,November
10196,24,100.0,3807.12,2003-11-26,Shipped,4,11,2003,Classic Cars,151,S12_3148,Super Scale Inc.,New Haven,USA,Medium,2003,11,26,November
10208,26,100.0,3142.36,2004-01-02,Shipped,1,1,2004,Classic Cars,151,S12_3148,"Saveley & Henriot, Co.",Lyon,France,Medium,2004,1,2,January
10220,30,100.0,4713.6,2004-02-12,Shipped,1,2,2004,Classic Cars,151,S12_3148,"Clover Collections, Co.",Dublin,Ireland,Medium,2004,2,12,February
10230,43,100.0,7016.31,2004-03-15,Shipped,1,3,2004,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",Frankfurt,Germany,Large,2004,3,15,March
10247,25,100.0,4381.25,2004-05-05,Shipped,2,5,2004,Classic Cars,151,S12_3148,Suominen Souveniers,Espoo,Finland,Medium,2004,5,5,May
10272,27,100.0,4283.01,2004-07-20,Shipped,3,7,2004,Classic Cars,151,S12_3148,Diecast Classics Inc.,Allentown,USA,Medium,2004,7,20,July
10282,27,100.0,4364.82,2004-08-20,Shipped,3,8,2004,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,8,20,August
10293,24,100.0,4242.24,2004-09-09,Shipped,3,9,2004,Classic Cars,151,S12_3148,Amica Models & Co.,Torino,Italy,Medium,2004,9,9,September
10306,34,100.0,4982.7,2004-10-14,Shipped,4,10,2004,Classic Cars,151,S12_3148,"AV Stores, Co.",Manchester,UK,Medium,2004,10,14,October
10314,46,100.0,6393.54,2004-10-22,Shipped,4,10,2004,Classic Cars,151,S12_3148,Heintze Collectables,Aaarhus,Denmark,Medium,2004,10,22,October
10324,27,54.33,1466.91,2004-11-05,Shipped,4,11,2004,Classic Cars,151,S12_3148,Vitachrome Inc.,NYC,USA,Small,2004,11,5,November
10336,33,100.0,4059.33,2004-11-20,Shipped,4,11,2004,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.",Paris,France,Medium,2004,11,20,November
10348,47,100.0,4801.52,2004-11-01,Shipped,4,11,2004,Classic Cars,151,S12_3148,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,2004,11,1,November
10358,49,55.34,2711.66,2004-12-10,Shipped,4,12,2004,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Small,2004,12,10,December
10372,40,100.0,5862.0,2005-01-26,Shipped,1,1,2005,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium,2005,1,26,January
10382,37,100.0,4071.85,2005-02-17,Shipped,1,2,2005,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,2,17,February
10413,47,100.0,8236.75,2005-05-05,Shipped,2,5,2005,Classic Cars,151,S12_3148,Gift Depot Inc.,Bridgewater,USA,Large,2005,5,5,May
10108,45,100.0,6130.35,2003-03-03,Shipped,1,3,2003,Classic Cars,117,S12_3380,Cruz & Sons Co.,Makati City,Philippines,Medium,2003,3,3,March
10122,37,99.82,3693.34,2003-05-08,Shipped,2,5,2003,Classic Cars,117,S12_3380,Marseille Mini Autos,Marseille,France,Medium,2003,5,8,May
10135,48,100.0,6031.68,2003-07-02,Shipped,3,7,2003,Classic Cars,117,S12_3380,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,7,2,July
10147,31,100.0,3494.94,2003-09-05,Shipped,3,9,2003,Classic Cars,117,S12_3380,Collectables For Less Inc.,Brickhaven,USA,Medium,2003,9,5,September
10160,46,100.0,5294.14,2003-10-11,Shipped,4,10,2003,Classic Cars,117,S12_3380,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium,2003,10,11,October
10170,47,100.0,5464.69,2003-11-04,Shipped,4,11,2003,Classic Cars,117,S12_3380,Mini Auto Werke,Graz,Austria,Medium,2003,11,4,November
10181,28,100.0,2860.76,2003-11-12,Shipped,4,11,2003,Classic Cars,117,S12_3380,Herkku Gifts,Bergen,Norway,Small,2003,11,12,November
10191,40,100.0,5590.0,2003-11-20,Shipped,4,11,2003,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2003,11,20,November
10203,20,100.0,2254.8,2003-12-02,Shipped,4,12,2003,Classic Cars,117,S12_3380,Euro Shopping Channel,Madrid,Spain,Small,2003,12,2,December
10212,39,100.0,4946.76,2004-01-16,Shipped,1,1,2004,Classic Cars,117,S12_3380,Euro Shopping Channel,Madrid,Spain,Medium,2004,1,16,January
10225,25,99.82,2495.5,2004-02-22,Shipped,1,2,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,Small,2004,2,22,February
10238,29,100.0,3167.38,2004-04-09,Shipped,2,4,2004,Classic Cars,117,S12_3380,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2004,4,9,April
10253,22,100.0,2402.84,2004-06-01,Cancelled,2,6,2004,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",Liverpool,UK,Small,2004,6,1,June
10266,22,100.0,2454.54,2004-07-06,Shipped,3,7,2004,Classic Cars,117,S12_3380,L'ordine Souveniers,Reggio Emilia,Italy,Small,2004,7,6,July
10276,47,100.0,5464.69,2004-08-02,Shipped,3,8,2004,Classic Cars,117,S12_3380,Online Mini Collectables,Brickhaven,USA,Medium,2004,8,2,August
10287,45,100.0,4756.5,2004-08-30,Shipped,3,8,2004,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,8,30,August
10300,29,100.0,3984.6,2003-10-04,Shipped,4,10,2003,Classic Cars,117,S12_3380,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,2003,10,4,October
10310,24,100.0,3100.32,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,Medium,2004,10,16,October
10320,35,100.0,4850.3,2004-11-03,Shipped,4,11,2004,Classic Cars,117,S12_3380,"Volvo Model Replicas, Co",Lule,Sweden,Medium,2004,11,3,November
10329,46,83.63,3846.98,2004-11-15,Shipped,4,11,2004,Classic Cars,117,S12_3380,Land of Toys Inc.,NYC,USA,Medium,2004,11,15,November
10341,44,95.93,4220.92,2004-11-24,Shipped,4,11,2004,Classic Cars,117,S12_3380,Salzburg Collectables,Salzburg,Austria,Medium,2004,11,24,November
10363,34,96.73,3288.82,2005-01-06,Shipped,1,1,2005,Classic Cars,117,S12_3380,Suominen Souveniers,Espoo,Finland,Medium,2005,1,6,January
10376,35,100.0,3987.2,2005-02-08,Shipped,1,2,2005,Classic Cars,117,S12_3380,Boards & Toys Co.,Glendale,USA,Medium,2005,2,8,February
10389,25,72.38,1809.5,2005-03-03,Shipped,1,3,2005,Classic Cars,117,S12_3380,Scandinavian Gift Ideas,Boras,Sweden,Small,2005,3,3,March
10419,10,100.0,1092.2,2005-05-17,Shipped,2,5,2005,Classic Cars,117,S12_3380,Salzburg Collectables,Salzburg,Austria,Small,2005,5,17,May
10105,29,100.0,4566.05,2003-02-11,Shipped,1,2,2003,Classic Cars,173,S12_3891,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2003,2,11,February
10117,39,100.0,5938.14,2003-04-16,Shipped,2,4,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,4,16,April
10127,42,100.0,8138.76,2003-06-03,Shipped,2,6,2003,Classic Cars,173,S12_3891,Muscle Machine Inc,NYC,USA,Large,2003,6,3,June
10142,46,100.0,9470.94,2003-08-08,Shipped,3,8,2003,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,2003,8,8,August
10153,49,100.0,7036.89,2003-09-28,Shipped,3,9,2003,Classic Cars,173,S12_3891,Euro Shopping Channel,Madrid,Spain,Large,2003,9,28,September
10165,27,100.0,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,10,22,October
10176,50,100.0,7872.5,2003-11-06,Shipped,4,11,2003,Classic Cars,173,S12_3891,L'ordine Souveniers,Reggio Emilia,Italy,Large,2003,11,6,November
10185,43,100.0,7886.2,2003-11-14,Shipped,4,11,2003,Classic Cars,173,S12_3891,Mini Creations Ltd.,New Bedford,USA,Large,2003,11,14,November
